12647012.5895,2556588.06484
12647012.6469,2556588.03754
12647012.6797,2556588.02688
12647012.7055,2556588.01796
12647012.7338,2556588.01491
12647012.7568,2556588.01129
12647012.803,2556588.01017
12647012.8283,2556588.00917
12647012.8572,2556588.00469
12647012.8864,2556587.99653
12647012.9091,2556587.98401
12647012.9349,2556587.96487
12647012.9582,2556587.95295
12647012.9809,2556587.93465
12647013.0034,2556587.92957
12647013.0265,2556587.92201
12647013.0446,2556587.92053
12647013.0624,2556587.92029
12647013.0804,2556587.91884
12647013.1527,2556587.90811
12647013.1764,2556587.90122
12647013.1925,2556587.89137
12647013.2114,2556587.88098
12647013.2331,2556587.86395
12647013.2543,2556587.85791
12647013.2785,2556587.85313
12647013.312,2556587.86194
12647013.4238,2556587.90811
12647013.6085,2556587.98565
12647013.7338,2556588.0311
12647013.8498,2556588.06924
12647014.1135,2556588.1513
12647014.237,2556588.19841
12647014.3827,2556588.24757
12647014.5256,2556588.30206
12647014.6927,2556588.36452
12647014.8865,2556588.42954
12647015.0734,2556588.49413
12647015.2849,2556588.5589
12647015.4716,2556588.61756
12647015.6734,2556588.67017
12647015.8654,2556588.72486
12647016.0576,2556588.77231
12647016.2599,2556588.83224
12647016.471,2556588.89246
12647016.6923,2556588.96206
12647016.9276,2556589.0308
12647017.1514,2556589.09187
12647017.6086,2556589.2088
12647017.8368,2556589.26719
12647018.0743,2556589.33237
12647018.3178,2556589.39513
12647018.5596,2556589.45815
12647018.8135,2556589.52444
12647019.0573,2556589.58323
12647019.3065,2556589.64521
12647019.559,2556589.71188
12647019.8048,2556589.78407
12647020.0708,2556589.85861
12647020.3367,2556589.9372
12647020.6078,2556590.00806
12647020.8791,2556590.08162
12647021.148,2556590.15174
12647021.4139,2556590.22258
12647021.6857,2556590.30348
12647021.961,2556590.37896
12647022.2251,2556590.46229
12647022.4783,2556590.55562
12647022.737,2556590.65695
12647022.9866,2556590.76076
12647023.2406,2556590.85339
12647023.4966,2556590.91643
12647023.7371,2556591.00672
12647023.9647,2556591.10198
12647024.198,2556591.20589
12647024.4192,2556591.31223
12647024.891,2556591.5417
12647025.1177,2556591.64543
12647025.333,2556591.75823
12647025.5515,2556591.85794
12647025.7579,2556591.95874
12647025.9746,2556592.07501
12647026.1775,2556592.19522
12647026.3895,2556592.32417
12647026.605,2556592.45799
12647026.8097,2556592.58437
12647027.0185,2556592.70775
12647027.214,2556592.82492
12647027.4121,2556592.93503
12647027.6052,2556593.06556
12647027.7908,2556593.18797
12647027.9899,2556593.33632
12647028.1684,2556593.4911
12647028.3504,2556593.63556
12647028.5425,2556593.78343
12647028.7254,2556593.91131
12647028.8941,2556594.03713
12647029.0714,2556594.18739
12647029.2283,2556594.33713
12647029.4042,2556594.50524
12647029.5615,2556594.68581
12647029.7355,2556594.84368
12647029.8932,2556595.01484
12647030.076,2556595.17023
12647030.2498,2556595.3287
12647030.4444,2556595.50269
12647030.6405,2556595.68084
12647030.8397,2556595.86545
12647031.0454,2556596.07309
12647031.2514,2556596.2597
12647031.4589,2556596.46158
12647031.6682,2556596.64635
12647031.8809,2556596.84038
12647032.0948,2556597.03731
12647032.5374,2556597.43861
12647032.7646,2556597.64932
12647032.9825,2556597.85064
12647033.2076,2556598.0601
12647033.4251,2556598.26379
12647033.6397,2556598.46489
12647033.8662,2556598.66968
12647034.0856,2556598.87473
12647034.3079,2556599.08767
12647034.5293,2556599.3032
12647034.7391,2556599.51334
12647034.9547,2556599.72367
12647035.1598,2556599.92748
12647035.3739,2556600.12579
12647035.5771,2556600.33807
12647035.7915,2556600.54165
12647035.9905,2556600.7562
12647036.1991,2556600.96939
12647036.3908,2556601.18075
12647036.59,2556601.39101
12647036.7784,2556601.60485
12647036.975,2556601.81823
12647037.1571,2556602.03049
12647037.3521,2556602.23532
12647037.5335,2556602.45612
12647037.7158,2556602.67145
12647037.8919,2556602.89736
12647038.071,2556603.12222
12647038.2476,2556603.33885
12647038.2476,2556603.33885
12647038.6083,2556603.77369
12647038.7854,2556603.99453
12647038.9642,2556604.23087
12647039.1553,2556604.46441
12647039.3348,2556604.6998
12647039.5246,2556604.93591
12647039.7031,2556605.16855
12647039.8885,2556605.39958
12647040.0653,2556605.63977
12647040.2389,2556605.87572
12647040.4195,2556606.11399
12647040.4195,2556606.11399
12647040.7754,2556606.60281
12647040.9503,2556606.85094
12647041.1264,2556607.09862
12647041.3074,2556607.34872
12647041.4841,2556607.59615
12647041.6596,2556607.83836
12647041.8342,2556608.09084
12647042.0014,2556608.33662
12647042.1722,2556608.59091
12647042.3366,2556608.84323
12647042.6766,2556609.35974
12647042.8459,2556609.61653
12647043.0144,2556609.87491
12647043.1836,2556610.13187
12647043.3493,2556610.39023
12647043.5175,2556610.65333
12647043.6873,2556610.92024
12647043.851,2556611.18332
12647044.0139,2556611.44912
12647044.174,2556611.7003
12647044.3323,2556611.94909
12647044.5011,2556612.20613
12647044.6652,2556612.4538
12647044.8283,2556612.71222
12647044.9916,2556612.96633
12647045.1566,2556613.20801
12647045.315,2556613.44689
12647045.4817,2556613.68343
12647045.6482,2556613.90583
12647045.8045,2556614.13181
12647045.9628,2556614.34694
12647046.1279,2556614.56353
12647046.2878,2556614.76982
12647046.4551,2556614.99026
12647046.6203,2556615.19672
12647046.7784,2556615.40398
12647046.9463,2556615.60474
12647047.1061,2556615.80714
12647047.2727,2556616.00036
12647047.4356,2556616.20439
12647047.5959,2556616.40256
12647047.7569,2556616.60073
12647047.9165,2556616.79573
12647048.0802,2556616.98378
12647048.2406,2556617.16771
12647048.4071,2556617.35677
12647048.583,2556617.53225
12647048.7451,2556617.72171
12647048.9166,2556617.90987
12647049.0789,2556618.10965
12647049.2483,2556618.3105
12647049.4165,2556618.51548
12647049.5809,2556618.72811
12647049.7535,2556618.93868
12647049.9381,2556619.14803
12647050.1093,2556619.36107
12647050.2904,2556619.57505
12647050.4624,2556619.79035
12647050.6426,2556620.00726
12647050.818,2556620.23605
12647050.9967,2556620.46351
12647051.1684,2556620.69433
12647051.3331,2556620.93228
12647051.5089,2556621.16647
12647051.6799,2556621.40649
12647051.8539,2556621.64481
12647052.0274,2556621.88867
12647052.2002,2556622.1308
12647052.3671,2556622.37722
12647052.5438,2556622.62832
12647052.9024,2556623.13928
12647053.0767,2556623.40148
12647053.2522,2556623.64792
12647053.4286,2556623.90315
12647053.6071,2556624.1621
12647053.7835,2556624.42698
12647053.9601,2556624.68857
12647054.3116,2556625.22743
12647054.4983,2556625.49307
12647054.6689,2556625.75476
12647055.0235,2556626.26756
12647055.2032,2556626.51817
12647055.3766,2556626.77595
12647055.5487,2556627.02928
12647055.7295,2556627.28315
12647055.9023,2556627.53457
12647056.0758,2556627.78966
12647056.4302,2556628.28782
12647056.6032,2556628.53469
12647056.7756,2556628.77873
12647057.1128,2556629.26481
12647057.2837,2556629.5011
12647057.4524,2556629.73806
12647057.6199,2556629.9724
12647057.7898,2556630.21532
12647058.1277,2556630.6958
12647058.2939,2556630.93476
12647058.4627,2556631.16399
12647058.6265,2556631.38979
12647058.7945,2556631.6178
12647058.9593,2556631.84121
12647059.124,2556632.07218
12647059.2855,2556632.29931
12647059.4552,2556632.52203
12647059.7906,2556632.97064
12647059.9644,2556633.19365
12647060.1306,2556633.41459
12647060.2993,2556633.63588
12647060.4642,2556633.85261
12647060.626,2556634.06464
12647060.7997,2556634.28185
12647060.9685,2556634.49439
12647061.1419,2556634.71993
12647061.3163,2556634.94123
12647061.488,2556635.16113
12647061.6575,2556635.38296
12647061.8248,2556635.6031
12647061.9923,2556635.82193
12647062.166,2556636.04278
12647062.336,2556636.26009
12647062.5091,2556636.47445
12647062.6881,2556636.6834
12647062.6881,2556636.6834
12647063.0452,2556637.10068
12647063.2196,2556637.32249
12647063.4108,2556637.53986
12647063.5949,2556637.76931
12647063.7747,2556638.00127
12647063.9519,2556638.20638
12647064.3109,2556638.61422
12647064.494,2556638.79935
12647064.8623,2556639.23425
12647065.0445,2556639.45608
12647065.2193,2556639.69
12647065.3984,2556639.89943
12647065.5684,2556640.1096
12647065.9296,2556640.50712
12647066.1167,2556640.71637
12647066.1167,2556640.71637
12647066.1167,2556640.71637
12647066.664,2556641.37322
12647066.8509,2556641.58927
12647067.0301,2556641.81958
12647067.2175,2556642.02895
12647067.4002,2556642.23659
12647067.5902,2556642.44519
12647067.7768,2556642.64994
12647067.9616,2556642.87163
12647068.1476,2556643.09793
12647068.3414,2556643.32928
12647068.3414,2556643.32928
12647068.9406,2556644.03027
12647069.1356,2556644.25884
12647069.338,2556644.48582
