23.06900558,113.3831616
23.06900541,113.383161
23.06900524,113.3831604
23.06900507,113.3831598
23.06900489,113.3831592
23.06900472,113.3831585
23.06900455,113.3831579
23.06900438,113.3831573
23.06900421,113.3831566
23.06900404,113.383156
23.06900386,113.3831554
23.06900369,113.3831548
23.06900352,113.3831541
23.06900335,113.3831535
23.06900322,113.3831526
23.06900305,113.3831519
23.06900287,113.3831513
23.0690027,113.3831506
23.06900253,113.38315
23.06900235,113.3831494
23.06900217,113.3831487
23.069002,113.3831481
23.06900182,113.3831474
23.06900164,113.3831468
23.06900146,113.3831462
23.06900127,113.3831455
23.06900109,113.3831449
23.0690009,113.3831443
23.06900071,113.3831437
23.06900051,113.383143
23.06900031,113.3831424
23.06900011,113.3831418
23.06899991,113.3831412
23.06899971,113.3831406
23.06899942,113.3831399
23.06899922,113.3831393
23.06899902,113.3831386
23.06899881,113.383138
23.06899861,113.3831374
23.06899841,113.3831368
23.0689982,113.3831362
23.06899799,113.3831356
23.06899778,113.383135
23.06899756,113.3831344
23.06899733,113.3831338
23.06899711,113.3831332
23.06899688,113.3831326
23.06899665,113.383132
23.06899642,113.3831314
23.06899619,113.3831308
23.06899596,113.3831302
23.06899573,113.3831296
23.0689955,113.383129
23.06899526,113.3831284
23.06899523,113.383128
23.068995,113.3831274
23.06899476,113.3831268
23.06899452,113.3831262
23.06899427,113.3831256
23.06899402,113.383125
23.06899376,113.3831244
23.06899351,113.3831239
23.06899325,113.3831233
23.068993,113.3831227
23.06899274,113.3831221
23.06899248,113.3831215
23.06899221,113.3831209
23.06899194,113.3831203
23.06899167,113.3831198
23.06899139,113.3831192
23.0689911,113.3831186
23.06899081,113.383118
23.06899052,113.3831175
23.06899022,113.3831169
23.06899013,113.3831165
23.06898983,113.383116
23.06898953,113.3831155
23.06898923,113.3831149
23.06898892,113.3831144
23.06898862,113.3831139
23.06898832,113.3831134
23.06898802,113.3831129
23.06898771,113.3831123
23.06898741,113.3831118
23.06898711,113.3831113
23.06898681,113.3831108
23.0689865,113.3831103
23.06898619,113.3831098
23.06898588,113.3831093
23.06898556,113.3831088
23.06898524,113.3831083
23.06898491,113.3831078
23.06898457,113.3831073
23.06898424,113.3831068
23.06898401,113.3831066
23.06898366,113.3831061
23.06898332,113.3831057
23.06898296,113.3831052
23.06898261,113.3831047
23.06898226,113.3831042
23.0689819,113.3831037
23.06898155,113.3831033
23.06898119,113.3831028
23.06898084,113.3831023
23.06898048,113.3831018
23.06898013,113.3831013
23.06897978,113.3831009
23.06897943,113.3831004
23.06897908,113.3830999
23.06897873,113.3830994
23.06897837,113.3830989
23.06897802,113.3830985
23.06897767,113.383098
23.06897731,113.3830975
23.06897681,113.3830973
